Area,Item,Year,Value,Percent
USA,Cropland,2010,39.42,0.3942
USA,Cropland,2011,39.27,0.3927
USA,Cropland,2012,39.13,0.3913
USA,Cropland,2013,39.21,0.3921
USA,Cropland,2014,39.29,0.3929
USA,Cropland,2015,39.37,0.3937
USA,Cropland,2016,39.45,0.3945
USA,Cropland,2017,39.53,0.3953
USA,Cropland,2018,39.53,0.3953
USA,Cropland,2019,39.53,0.3953
USA,Cropland,1961,19.93,0.1993
USA,Cropland,1962,19.54,0.1954
USA,Cropland,1963,19.81,0.1981
USA,Cropland,1964,19.64,0.1964
USA,Cropland,1965,19.53,0.1953
USA,Cropland,1966,19.39,0.1939
USA,Cropland,1967,19.25,0.1925
USA,Cropland,1968,19.96,0.1996
USA,Cropland,1969,20.86,0.2086
USA,Cropland,1970,20.8,0.208
USA,Cropland,1971,20.73,0.2073
USA,Cropland,1972,20.67,0.2067
USA,Cropland,1973,20.61,0.2061
USA,Cropland,1974,20.55,0.2055
USA,Cropland,1975,20.55,0.2055
USA,Cropland,1976,20.55,0.2055
USA,Cropland,1977,20.56,0.2056
USA,Cropland,1978,20.81,0.2081
USA,Cropland,1979,20.81,0.2081
USA,Cropland,1980,20.81,0.2081
USA,Cropland,1981,20.81,0.2081
USA,Cropland,1982,20.72,0.2072
USA,Cropland,1983,20.72,0.2072
USA,Cropland,1984,20.72,0.2072
USA,Cropland,1985,20.72,0.2072
USA,Cropland,1986,20.72,0.2072
USA,Cropland,1987,20.5,0.205
USA,Cropland,1988,20.5,0.205
USA,Cropland,1989,20.5,0.205
USA,Cropland,1990,20.5,0.205
USA,Cropland,1991,20.5,0.205
USA,Cropland,1992,20.33,0.2033
USA,Cropland,1993,20.19,0.2019
USA,Cropland,1994,20.1,0.201
USA,Cropland,1995,20.1,0.201
USA,Cropland,1996,19.8,0.198
USA,Cropland,1997,19.66,0.1966
USA,Cropland,1998,19.57,0.1957
USA,Cropland,1999,19.44,0.1944
USA,Cropland,2000,19.44,0.1944
USA,Cropland,2001,19.44,0.1944
USA,Cropland,2002,19.18,0.1918
USA,Cropland,2003,18.93,0.1893
USA,Cropland,2004,18.69,0.1869
USA,Cropland,2005,18.44,0.1844
USA,Cropland,2006,18.2,0.182
USA,Cropland,2007,17.95,0.1795
USA,Cropland,2008,17.83,0.1783
USA,Cropland,2009,17.68,0.1768
USA,Cropland,2010,17.54,0.1754
USA,Cropland,2011,17.39,0.1739
USA,Cropland,2012,17.24,0.1724
USA,Cropland,2013,17.3,0.173
USA,Cropland,2014,17.36,0.1736
USA,Cropland,2015,17.42,0.1742
USA,Cropland,2016,17.48,0.1748
USA,Cropland,2017,17.54,0.1754
USA,Cropland,2018,17.54,0.1754
USA,Cropland,2019,17.54,0.1754
USA,Forest land,1990,33.02,0.3302
USA,Forest land,1991,33.03,0.3303
USA,Forest land,1992,33.05,0.3305
USA,Forest land,1993,33.06,0.3306
USA,Forest land,1994,33.07,0.3307
USA,Forest land,1995,33.08,0.3308
USA,Forest land,1996,33.09,0.3309
USA,Forest land,1997,33.11,0.3311
USA,Forest land,1998,33.12,0.3312
USA,Forest land,1999,33.13,0.3313
USA,Forest land,2000,33.13,0.3313
USA,Forest land,2001,33.19,0.3319
USA,Forest land,2002,33.24,0.3324
USA,Forest land,2003,33.3,0.333
USA,Forest land,2004,33.36,0.3336
USA,Forest land,2005,33.41,0.3341
USA,Forest land,2006,33.47,0.3347
USA,Forest land,2007,33.53,0.3353
USA,Forest land,2008,33.64,0.3364
USA,Forest land,2009,33.69,0.3369
USA,Forest land,2010,33.75,0.3375
USA,Forest land,2011,33.78,0.3378
USA,Forest land,2012,33.81,0.3381
USA,Forest land,2013,33.84,0.3384
USA,Forest land,2014,33.87,0.3387
USA,Forest land,2015,33.9,0.339
USA,Forest land,2016,33.9,0.339
USA,Forest land,2017,33.87,0.3387
USA,Forest land,2018,33.87,0.3387
USA,Forest land,2019,33.87,0.3387
USA,Planted Forest,1990,5.93,0.0593
USA,Planted Forest,1991,6.08,0.0608
USA,Planted Forest,1992,6.23,0.0623
USA,Planted Forest,1993,6.38,0.0638
USA,Planted Forest,1994,6.53,0.0653
USA,Planted Forest,1995,6.68,0.0668
USA,Planted Forest,1996,6.83,0.0683
USA,Planted Forest,1997,6.98,0.0698
USA,Planted Forest,1998,7.13,0.0713
USA,Planted Forest,1999,7.28,0.0728
USA,Planted Forest,2000,7.43,0.0743
USA,Planted Forest,2001,7.52,0.0752
USA,Planted Forest,2002,7.6,0.076
USA,Planted Forest,2003,7.69,0.0769
USA,Planted Forest,2004,7.78,0.0778
USA,Planted Forest,2005,7.86,0.0786
USA,Planted Forest,2006,7.94,0.0794
USA,Planted Forest,2007,8.03,0.0803
USA,Planted Forest,2008,8.11,0.0811
USA,Planted Forest,2009,8.2,0.082
USA,Planted Forest,2010,8.28,0.0828
USA,Planted Forest,2011,8.33,0.0833
USA,Planted Forest,2012,8.37,0.0837
USA,Planted Forest,2013,8.41,0.0841
USA,Planted Forest,2014,8.46,0.0846
USA,Planted Forest,2015,8.5,0.085
USA,Planted Forest,2016,8.5,0.085
USA,Planted Forest,2017,8.88,0.0888
USA,Planted Forest,2018,8.88,0.0888
USA,Planted Forest,2019,8.88,0.0888
USA,Naturally regenerating forest,1990,94.07,0.9407
USA,Naturally regenerating forest,1991,93.92,0.9392
USA,Naturally regenerating forest,1992,93.77,0.9377
USA,Naturally regenerating forest,1993,93.62,0.9362
USA,Naturally regenerating forest,1994,93.47,0.9347
USA,Naturally regenerating forest,1995,93.32,0.9332
USA,Naturally regenerating forest,1996,93.17,0.9317
USA,Naturally regenerating forest,1997,93.02,0.9302
USA,Naturally regenerating forest,1998,92.87,0.9287
USA,Naturally regenerating forest,1999,92.72,0.9272
USA,Naturally regenerating forest,2000,92.57,0.9257
USA,Naturally regenerating forest,2001,92.48,0.9248
USA,Naturally regenerating forest,2002,92.4,0.924
USA,Naturally regenerating forest,2003,92.31,0.9231
USA,Naturally regenerating forest,2004,92.22,0.9222
USA,Naturally regenerating forest,2005,92.14,0.9214
USA,Naturally regenerating forest,2006,92.06,0.9206
USA,Naturally regenerating forest,2007,91.97,0.9197
USA,Naturally regenerating forest,2008,91.89,0.9189
USA,Naturally regenerating forest,2009,91.8,0.918
USA,Naturally regenerating forest,2010,91.72,0.9172
USA,Naturally regenerating forest,2011,91.67,0.9167
USA,Naturally regenerating forest,2012,91.63,0.9163
USA,Naturally regenerating forest,2013,91.59,0.9159
USA,Naturally regenerating forest,2014,91.54,0.9154
USA,Naturally regenerating forest,2015,91.5,0.915
USA,Naturally regenerating forest,2016,91.5,0.915
USA,Naturally regenerating forest,2017,91.12,0.9112
USA,Naturally regenerating forest,2018,91.12,0.9112
USA,Naturally regenerating forest,2019,91.12,0.9112
